time_sec,w_000,w_001,w_002,w_003,w_004,w_005,w_006,w_007,w_008,w_009,w_sum
2.6666667,3.418121e-05,0.014047407,0.35894844,0.57028824,0.056335635,0.0003460181,1.3214185e-07,3.1376952e-12,4.63238e-18,4.2523394e-25,1.0
2.6833334,3.019507e-05,0.012997262,0.3478515,0.57884514,0.059890453,0.00038528233,1.5410855e-07,3.8326677e-12,5.9265746e-18,5.6980754e-25,1.0
2.7,2.6653075e-05,0.012016257,0.33683512,0.5870731,0.063619964,0.0004286684,1.795875e-07,4.677949e-12,7.576415e-18,7.629492e-25,1.0
2.7166667,2.3508297e-05,0.011100664,0.32591438,0.59495544,0.067529246,0.0004765693,2.0911584e-07,5.7052466e-12,9.678026e-18,1.0207735e-24,1.0
2.7333333,2.07185e-05,0.010246894,0.3151032,0.6024763,0.0716232,0.0005294119,2.4331052e-07,6.9527305e-12,1.2353125e-17,1.3646518e-24,1.0
2.75,1.824566e-05,0.009451472,0.30441517,0.6096206,0.07590659,0.00058766006,2.8287766e-07,8.466394e-12,1.5755173e-17,1.8229674e-24,0.99999994
2.7666667,1.6055556e-05,0.008711067,0.2938628,0.6163738,0.080384105,0.00065181276,3.2862587e-07,1.0301634e-11,2.0078818e-17,2.4332941e-24,1.0
2.7833333,1.4117457e-05,0.008022491,0.28345796,0.62272227,0.085060276,0.00072241295,3.81479e-07,1.2525134e-11,2.5569521e-17,3.2455359e-24,0.99999994
2.8,1.2403796e-05,0.0073826755,0.2732117,0.6286534,0.089939356,0.0008000459,4.4249347e-07,1.521688e-11,3.2536498e-17,4.3255405e-24,1.0
2.8166666,1.0889814e-05,0.0067886836,0.26313412,0.6341549,0.095025495,0.0008853424,5.1287225e-07,1.8472857e-11,4.136995e-17,5.7605242e-24,1.0
2.8333333,9.553314e-06,0.0062377127,0.25323468,0.63921595,0.10032253,0.0009789846,5.9399144e-07,2.240833e-11,5.2561108e-17,7.665677e-24,1.0
2.85,8.374454e-06,0.005727089,0.24352188,0.6438261,0.105834134,0.0010817065,6.874157e-07,2.7161683e-11,6.6729805e-17,1.0193148e-23,1.0
2.8666666,7.335485e-06,0.0052542677,0.23400344,0.6479762,0.111563586,0.001194297,7.9492895e-07,3.289825e-11,8.465288e-17,1.3543762e-23,0.99999994
2.8833334,6.4205133e-06,0.004816814,0.22468625,0.651658,0.11751399,0.0013176076,9.185622e-07,3.9815887e-11,1.0730815e-16,1.798178e-23,1.0
2.9,5.615414e-06,0.004412436,0.21557656,0.65486395,0.123687856,0.0014525452,1.0606163e-06,4.8152003e-11,1.3592461e-16,2.3856427e-23,1.0
2.9166667,4.9075625e-06,0.004038952,0.20667975,0.65758747,0.13008757,0.0016000911,1.2237145e-06,5.8189183e-11,1.7204093e-16,3.1626043e-23,1.0
2.9333334,4.285698e-06,0.0036942863,0.1980003,0.6598234,0.136715,0.0017612911,1.4108238e-06,7.02654e-11,2.1758846e-16,4.189443e-23,1.0
2.95,3.7398092e-06,0.00337648,0.18954214,0.66156715,0.14357163,0.0019372684,1.6253152e-06,8.478338e-11,2.7498514e-16,5.5454744e-23,1.0
2.9666667,3.260988e-06,0.0030836868,0.1813085,0.66281515,0.15065837,0.0021292213,1.8710033e-06,1.0222454e-10,3.4726567e-16,7.3348924e-23,1.0
2.9833333,2.841332e-06,0.0028141623,0.17330174,0.6635649,0.1579758,0.0023384287,2.152206e-06,1.2316083e-10,4.382119e-16,9.694532e-23,1.0
3.0,2.4738083e-06,0.0025662563,0.16552375,0.663815,0.16552375,0.0025662563,2.4738083e-06,1.4827194e-10,5.5255813e-16,1.2803331e-22,1.0
3.0166667,2.1522055e-06,0.0023384283,0.15797578,0.66356486,0.17330171,0.0028141618,2.8413315e-06,1.7836929e-10,6.9621995e-16,1.6896455e-22,0.99999994
3.0333333,1.8710031e-06,0.002129221,0.15065834,0.66281503,0.18130846,0.0030836863,3.2609873e-06,2.1441499e-10,8.765663e-16,2.2281595e-22,0.9999999
3.05,1.6253151e-06,0.0019372682,0.14357162,0.6615671,0.18954213,0.0033764797,3.739809e-06,2.5754957e-10,1.1028112e-15,2.936061e-22,0.99999994
3.0666666,1.4108239e-06,0.0017612913,0.13671501,0.6598234,0.19800031,0.0036942866,4.2856987e-06,3.0912853e-10,1.3863786e-15,3.8659372e-22,1.0
3.0833333,1.2237145e-06,0.0016000911,0.13008757,0.65758747,0.20667975,0.004038952,4.9075625e-06,3.7075748e-10,1.7415597e-15,5.0864383e-22,0.99999994
3.1,1.0606163e-06,0.0014525452,0.123687856,0.65486395,0.21557656,0.004412436,5.615414e-06,4.4433648e-10,2.1861014e-15,6.6873357e-22,1.0
3.1166666,9.1856225e-07,0.0013176076,0.117514,0.65165806,0.22468626,0.0048168143,6.4205137e-06,5.321143e-10,2.7420204e-15,8.785318e-22,1.0000001
3.1333334,7.94929e-07,0.0011942971,0.1115636,0.6479763,0.23400345,0.005254268,7.3354854e-06,6.367523e-10,3.43669e-15,1.1532797e-21,1.0
3.15,6.874157e-07,0.0010817065,0.105834134,0.6438261,0.24352188,0.005727089,8.374454e-06,7.61388e-10,4.3040844e-15,1.5128088e-21,1.0
3.1666667,5.9399144e-07,0.0009789846,0.10032253,0.63921595,0.25323468,0.0062377127,9.553314e-06,9.0972413e-10,5.3863266e-15,1.9828967e-21,1.0
3.1833334,5.1287225e-07,0.00088534236,0.09502549,0.63415486,0.2631341,0.006788683,1.0889813e-05,1.08613e-09,6.735484e-15,2.5970797e-21,0.9999998
3.2,4.4249347e-07,0.0008000459,0.089939356,0.6286534,0.2732117,0.0073826755,1.2403796e-05,1.295754e-09,8.416186e-15,3.3988666e-21,1.0
3.2166667,3.8147903e-07,0.000722413,0.08506028,0.6227223,0.283458,0.008022492,1.4117459e-05,1.5446502e-09,1.0508269e-14,4.444853e-21,1.0
3.2333333,3.286259e-07,0.0006518128,0.08038411,0.61637384,0.29386282,0.008711068,1.6055556e-05,1.8399446e-09,1.3110315e-14,5.8082365e-21,1.0
3.25,2.8287766e-07,0.00058766006,0.07590659,0.6096206,0.30441517,0.009451472,1.824566e-05,2.1900113e-09,1.6343989e-14,7.583983e-21,1.0
3.2666667,2.4331052e-07,0.0005294119,0.0716232,0.6024763,0.3151032,0.010246894,2.07185e-05,2.6046587e-09,2.035959e-14,9.8949615e-21,1.0
3.2833333,2.0911584e-07,0.0004765693,0.067529246,0.59495544,0.32591438,0.011100664,2.3508297e-05,3.0954217e-09,2.5342265e-14,1.290017e-20,1.0
3.3,1.7958753e-07,0.00042866846,0.06361998,0.58707315,0.33683518,0.012016259,2.6653079e-05,3.675806e-09,3.1519956e-14,1.6805207e-20,1.0
3.3166666,1.5410855e-07,0.00038528233,0.059890453,0.57884514,0.3478515,0.012997262,3.019507e-05,4.3616164e-09,3.9172868e-14,2.1874937e-20,1.0
3.3333333,1.3214184e-07,0.00034601806,0.05633563,0.5702882,0.3589484,0.014047405,3.418121e-05,5.171347e-09,4.864593e-14,2.8452276e-20,0.99999994
3.35,1.1321786e-07,0.00031051264,0.05295049,0.5614193,0.37011036,0.015170561,3.8663296e-05,6.1266494e-09,6.036309e-14,3.6978586e-20,1.0
3.3666666,9.692806e-08,0.00027843256,0.049729846,0.5522562,0.38132095,0.0163707,4.369892e-05,7.252714e-09,7.4844055e-14,4.8022087e-20,1.0
3.3833334,8.291688e-08,0.00024947088,0.046668466,0.54281706,0.39256358,0.017651968,4.935177e-05,8.5790495e-09,9.272585e-14,6.2314656e-20,1.0
3.4,7.087553e-08,0.00022334671,0.043761197,0.5331207,0.40382043,0.019018551,5.5692075e-05,1.0139943e-08,1.1479035e-13,8.0797684e-20,1.0
3.4166667,6.053536e-08,0.00019980104,0.041002817,0.523186,0.41507357,0.020474846,6.27975e-05,1.1975428e-08,1.4199346e-13,1.0468151e-19,0.99999994
3.4333334,5.1662827e-08,0.00017859714,0.038388073,0.5130325,0.42630467,0.022025298,7.075382e-05,1.413202e-08,1.7550379e-13,1.3551677e-19,0.99999994
3.45,4.4056105e-08,0.0001595176,0.035911743,0.50267977,0.43749472,0.02367449,7.965546e-05,1.6663865e-08,2.1675141e-13,1.752976e-19,0.99999994
3.4666667,3.7539802e-08,0.00014236374,0.033568684,0.49214756,0.44862455,0.02542712,8.960617e-05,1.9633795e-08,2.6748406e-13,2.2657922e-19,0.99999994
3.4833333,3.196206e-08,0.00012695458,0.031353746,0.48145607,0.45967457,0.027287941,0.000100720434,2.3114865e-08,3.2983108e-13,2.9262982e-19,1.0
3.5,2.7191572e-08,0.000113123926,0.029261827,0.47062504,0.47062504,0.029261827,0.000113123926,2.7191572e-08,4.0638822e-13,3.776372e-19,1.0
3.5166667,2.3114865e-08,0.000100720434,0.027287941,0.45967457,0.48145607,0.031353746,0.00012695458,3.196206e-08,5.003174e-13,4.8694887e-19,1.0
3.5333333,1.9633795e-08,8.960617e-05,0.02542712,0.44862455,0.49214756,0.033568684,0.00014236374,3.7539802e-08,6.154747e-13,6.2741686e-19,0.99999994
3.55,1.6663865e-08,7.965546e-05,0.02367449,0.43749472,0.50267977,0.035911743,0.0001595176,4.4056105e-08,7.5654126e-13,8.077621e-19,0.99999994
3.5666666,1.413202e-08,7.075382e-05,0.022025298,0.42630467,0.5130325,0.038388073,0.00017859714,5.1662827e-08,9.292006e-13,1.0391229e-18,0.99999994
3.5833333,1.1975428e-08,6.27975e-05,0.020474846,0.41507357,0.523186,0.041002817,0.00019980104,6.053536e-08,1.140367e-12,1.3356991e-18,0.99999994
3.6,1.0139943e-08,5.5692075e-05,0.019018551,0.40382043,0.5331207,0.043761197,0.00022334671,7.087553e-08,1.3984277e-12,1.7155716e-18,1.0
3.6166666,8.5790495e-09,4.935177e-05,0.017651968,0.39256358,0.54281706,0.046668466,0.00024947088,8.291688e-08,1.7135407e-12,2.201768e-18,1.0
3.6333334,7.252714e-09,4.369892e-05,0.0163707,0.38132095,0.5522562,0.049729846,0.00027843256,9.692806e-08,2.0979939e-12,2.8234847e-18,1.0
3.65,6.1266494e-09,3.8663296e-05,0.015170561,0.37011036,0.5614193,0.05295049,0.00031051264,1.1321786e-07,2.5667138e-12,3.6179792e-18,1.0
3.6666667,5.171347e-09,3.418121e-05,0.014047405,0.3589484,0.5702882,0.05633563,0.00034601806,1.3214184e-07,3.137695e-12,4.6323798e-18,0.99999994
3.6833334,4.3616164e-09,3.019507e-05,0.012997262,0.3478515,0.57884514,0.059890453,0.00038528233,1.5410855e-07,3.8326677e-12,5.9265746e-18,1.0
3.7,3.675806e-09,2.6653079e-05,0.012016259,0.33683518,0.58707315,0.06361998,0.00042866846,1.7958753e-07,4.67795e-12,7.576416e-18,1.0
3.7166667,3.0954217e-09,2.3508297e-05,0.011100664,0.32591438,0.59495544,0.067529246,0.0004765693,2.0911584e-07,5.7052466e-12,9.678026e-18,1.0
3.7333333,2.6046587e-09,2.07185e-05,0.010246894,0.3151032,0.6024763,0.0716232,0.0005294119,2.4331052e-07,6.9527305e-12,1.2353125e-17,1.0
3.75,2.1900113e-09,1.824566e-05,0.009451472,0.30441517,0.6096206,0.07590659,0.00058766006,2.8287766e-07,8.466394e-12,1.5755173e-17,1.0
3.7666667,1.8399446e-09,1.6055556e-05,0.008711068,0.29386282,0.61637384,0.08038411,0.0006518128,3.286259e-07,1.03016345e-11,2.007882e-17,1.0
3.7833333,1.5446502e-09,1.4117459e-05,0.008022492,0.283458,0.6227223,0.08506028,0.000722413,3.8147903e-07,1.2525135e-11,2.5569524e-17,1.0
3.8,1.295754e-09,1.2403796e-05,0.0073826755,0.2732117,0.6286534,0.089939356,0.0008000459,4.4249347e-07,1.521688e-11,3.2536498e-17,1.0
3.8166666,1.08613e-09,1.0889813e-05,0.006788683,0.2631341,0.63415486,0.09502549,0.00088534236,5.1287225e-07,1.8472855e-11,4.1369946e-17,0.9999998
3.8333333,9.0972413e-10,9.553314e-06,0.0062377127,0.25323468,0.63921595,0.10032253,0.0009789846,5.9399144e-07,2.240833e-11,5.2561108e-17,1.0
3.85,7.61388e-10,8.374454e-06,0.005727089,0.24352188,0.6438261,0.105834134,0.0010817065,6.874157e-07,2.7161683e-11,6.6729805e-17,1.0
3.8666666,6.367523e-10,7.3354854e-06,0.005254268,0.23400345,0.6479763,0.1115636,0.0011942971,7.94929e-07,3.2898254e-11,8.465289e-17,1.0
3.8833334,5.321143e-10,6.4205137e-06,0.0048168143,0.22468626,0.65165806,0.117514,0.0013176076,9.1856225e-07,3.981589e-11,1.07308156e-16,1.0000001
3.9,4.4433648e-10,5.615414e-06,0.004412436,0.21557656,0.65486395,0.123687856,0.0014525452,1.0606163e-06,4.8152003e-11,1.3592461e-16,1.0
3.9166667,3.7075748e-10,4.9075625e-06,0.004038952,0.20667975,0.65758747,0.13008757,0.0016000911,1.2237145e-06,5.8189183e-11,1.7204093e-16,0.99999994
3.9333334,3.0912853e-10,4.2856987e-06,0.0036942866,0.19800031,0.6598234,0.13671501,0.0017612913,1.4108239e-06,7.0265405e-11,2.1758847e-16,1.0
3.95,2.5754957e-10,3.739809e-06,0.0033764797,0.18954213,0.6615671,0.14357162,0.0019372682,1.6253151e-06,8.4783375e-11,2.7498512e-16,0.99999994
3.9666667,2.1441499e-10,3.2609873e-06,0.0030836863,0.18130846,0.66281503,0.15065834,0.002129221,1.8710031e-06,1.0222453e-10,3.4726561e-16,0.9999999
3.9833333,1.7836929e-10,2.8413315e-06,0.0028141618,0.17330171,0.66356486,0.15797578,0.0023384283,2.1522055e-06,1.2316081e-10,4.3821186e-16,0.99999994
4.0,1.4827194e-10,2.4738083e-06,0.0025662563,0.16552375,0.663815,0.16552375,0.0025662563,2.4738083e-06,1.4827194e-10,5.5255813e-16,1.0
4.016667,1.2315989e-10,2.1522014e-06,0.0023384253,0.15797566,0.6635649,0.17330182,0.0028141632,2.8413317e-06,1.7836964e-10,6.962253e-16,0.99999994
4.0333333,1.0222454e-10,1.8710033e-06,0.0021292213,0.15065837,0.66281515,0.1813085,0.0030836868,3.260988e-06,2.1441501e-10,8.7656645e-16,1.0
4.05,8.478337e-11,1.6253116e-06,0.0019372662,0.1435715,0.6615671,0.1895423,0.0033764844,3.7398158e-06,2.5755054e-10,1.1028111e-15,1.0
4.0666666,7.02654e-11,1.4108238e-06,0.0017612911,0.136715,0.6598234,0.1980003,0.0036942863,4.285698e-06,3.091285e-10,1.3863785e-15,1.0
4.0833335,5.8189075e-11,1.2237123e-06,0.0016000887,0.1300875,0.65758747,0.20667985,0.004038958,4.9075716e-06,3.7075887e-10,1.741573e-15,1.0
4.1,4.8152003e-11,1.0606163e-06,0.0014525452,0.123687856,0.65486395,0.21557656,0.004412436,5.615414e-06,4.4433648e-10,2.1861014e-15,1.0
4.116667,3.9815887e-11,9.185595e-07,0.0013176049,0.117513895,0.65165794,0.22468637,0.004816816,6.4205133e-06,5.321163e-10,2.7420201e-15,0.99999994
4.133333,3.2898254e-11,7.949313e-07,0.0011942987,0.11156366,0.6479763,0.23400332,0.0052542603,7.3354645e-06,6.367523e-10,3.43669e-15,0.99999994
4.15,2.7161683e-11,6.874157e-07,0.0010817065,0.105834134,0.6438261,0.24352188,0.005727089,8.374454e-06,7.61388e-10,4.3040844e-15,1.0
4.1666665,2.2408459e-11,5.939925e-07,0.0009789864,0.10032262,0.639216,0.25323457,0.0062377066,9.553297e-06,9.0972063e-10,5.3862855e-15,1.0
4.1833334,1.8472857e-11,5.1287225e-07,0.0008853424,0.095025495,0.6341549,0.26313412,0.0067886836,1.0889814e-05,1.0861301e-09,6.735485e-15,1.0
4.2,1.521688e-11,4.4249347e-07,0.0008000466,0.089939415,0.62865347,0.27321157,0.0073826644,1.24037715e-05,1.2957491e-09,8.416186e-15,1.0
4.2166667,1.2525134e-11,3.81479e-07,0.00072241295,0.085060276,0.62272227,0.28345796,0.008022491,1.4117457e-05,1.5446501e-09,1.0508268e-14,0.99999994
4.233333,1.0301711e-11,3.286268e-07,0.000651814,0.08038418,0.6163739,0.2938626,0.008711063,1.6055525e-05,1.8399445e-09,1.3110215e-14,0.99999994
4.25,8.466394e-12,2.8287766e-07,0.00058766006,0.07590659,0.6096206,0.30441517,0.009451472,1.824566e-05,2.1900113e-09,1.6343989e-14,0.99999994
4.266667,6.9526906e-12,2.4330984e-07,0.00052941166,0.07162314,0.6024763,0.31510335,0.010246905,2.071854e-05,2.6046687e-09,2.0359667e-14,1.0
4.2833333,5.7052466e-12,2.0911584e-07,0.0004765693,0.067529246,0.59495544,0.32591438,0.011100664,2.3508297e-05,3.0954217e-09,2.5342265e-14,1.0
4.3,4.6779494e-12,1.79587e-07,0.0004286676,0.06361991,0.587073,0.33683535,0.012016268,2.6653128e-05,3.675813e-09,3.1519953e-14,1.0
4.3166666,3.8326677e-12,1.5410855e-07,0.00038528233,0.059890453,0.57884514,0.3478515,0.012997262,3.019507e-05,4.3616164e-09,3.9172868e-14,1.0
4.3333335,3.1376705e-12,1.3214145e-07,0.00034601736,0.056335602,0.57028806,0.3589486,0.014047425,3.4181205e-05,5.171366e-09,4.8646295e-14,1.0
4.35,2.5667138e-12,1.1321786e-07,0.00031051264,0.05295049,0.5614193,0.37011036,0.015170561,3.8663296e-05,6.1266494e-09,6.036309e-14,0.99999994
4.366667,2.0979939e-12,9.692787e-08,0.0002784323,0.0497298,0.5522561,0.38132113,0.016370721,4.369901e-05,7.2527278e-09,7.4844055e-14,1.0
4.383333,1.7135407e-12,8.2917126e-08,0.00024947134,0.04666849,0.5428172,0.39256352,0.017651943,4.9351678e-05,8.579033e-09,9.272585e-14,1.0
4.4,1.3984277e-12,7.087553e-08,0.00022334671,0.043761197,0.5331207,0.40382043,0.019018551,5.5692075e-05,1.0139943e-08,1.1479035e-13,1.0
4.4166665,1.1403715e-12,6.053538e-08,0.00019980146,0.041002862,0.5231862,0.41507354,0.020474823,6.2797386e-05,1.1975407e-08,1.4199239e-13,1.0
4.4333334,9.292007e-13,5.166283e-08,0.00017859715,0.038388077,0.51303256,0.4263047,0.0220253,7.075382e-05,1.4132022e-08,1.755038e-13,1.0
4.45,7.565413e-13,4.4056197e-08,0.00015951761,0.035911787,0.50267994,0.43749458,0.023674475,7.965532e-05,1.6663833e-08,2.1675142e-13,1.0
4.4666667,6.154747e-13,3.7539802e-08,0.00014236374,0.033568684,0.49214756,0.44862455,0.02542712,8.960617e-05,1.9633795e-08,2.6748406e-13,0.99999994
4.483333,5.0032125e-13,3.1962124e-08,0.00012695482,0.03135377,0.4814562,0.4596744,0.02728791,0.00010072025,2.311482e-08,3.2982978e-13,1.0
4.5,4.063882e-13,2.719157e-08,0.00011312392,0.029261826,0.470625,0.470625,0.029261826,0.00011312392,2.719157e-08,4.063882e-13,0.99999994
4.516667,3.2982978e-13,2.311482e-08,0.00010072025,0.02728791,0.4596744,0.4814562,0.03135377,0.00012695482,3.1962124e-08,5.0032125e-13,1.0
4.5333333,2.6748406e-13,1.9633795e-08,8.960617e-05,0.02542712,0.44862455,0.49214756,0.033568684,0.00014236374,3.7539802e-08,6.154747e-13,0.99999994
4.55,2.1675141e-13,1.6663833e-08,7.9655314e-05,0.023674473,0.43749455,0.50267994,0.035911784,0.0001595176,4.4056193e-08,7.5654126e-13,0.99999994
4.5666666,1.7550379e-13,1.413202e-08,7.075382e-05,0.022025298,0.42630467,0.5130325,0.038388073,0.00017859714,5.1662827e-08,9.292006e-13,0.99999994
4.5833335,1.4199237e-13,1.19754064e-08,6.279738e-05,0.020474821,0.4150735,0.52318615,0.04100286,0.00019980145,6.053537e-08,1.1403714e-12,1.0
4.6,1.1479035e-13,1.0139943e-08,5.5692075e-05,0.019018551,0.40382043,0.5331207,0.043761197,0.00022334671,7.087553e-08,1.3984277e-12,1.0
4.616667,9.272585e-14,8.579033e-09,4.9351678e-05,0.017651943,0.39256352,0.5428172,0.04666849,0.00024947134,8.2917126e-08,1.7135407e-12,1.0000001
4.633333,7.4844055e-14,7.2527278e-09,4.369901e-05,0.016370721,0.38132113,0.5522561,0.0497298,0.0002784323,9.692787e-08,2.0979939e-12,1.0
4.65,6.036309e-14,6.1266494e-09,3.8663296e-05,0.015170561,0.37011036,0.5614193,0.05295049,0.00031051264,1.1321786e-07,2.5667138e-12,1.0
4.6666665,4.8646295e-14,5.171366e-09,3.4181205e-05,0.014047425,0.3589486,0.57028806,0.056335602,0.00034601736,1.3214145e-07,3.1376705e-12,1.0
4.6833334,3.9172868e-14,4.3616164e-09,3.019507e-05,0.012997262,0.3478515,0.57884514,0.059890453,0.00038528233,1.5410855e-07,3.8326677e-12,1.0
4.7,3.1519953e-14,3.675813e-09,2.6653128e-05,0.012016268,0.33683535,0.587073,0.06361991,0.0004286676,1.79587e-07,4.6779494e-12,1.0000001
4.7166667,2.5342265e-14,3.0954217e-09,2.3508297e-05,0.011100664,0.32591438,0.59495544,0.067529246,0.0004765693,2.0911584e-07,5.7052466e-12,1.0
4.733333,2.0359667e-14,2.6046687e-09,2.071854e-05,0.010246905,0.31510335,0.6024763,0.07162314,0.00052941166,2.4330984e-07,6.9526906e-12,1.0000001
4.75,1.6343989e-14,2.1900113e-09,1.824566e-05,0.009451472,0.30441517,0.6096206,0.07590659,0.00058766006,2.8287766e-07,8.466394e-12,1.0
4.766667,1.3110215e-14,1.8399445e-09,1.6055525e-05,0.008711063,0.2938626,0.6163739,0.08038418,0.000651814,3.286268e-07,1.0301711e-11,0.99999994
4.7833333,1.0508268e-14,1.5446501e-09,1.4117457e-05,0.008022491,0.28345796,0.62272227,0.085060276,0.00072241295,3.81479e-07,1.2525134e-11,0.99999994
4.8,8.4161854e-15,1.295749e-09,1.2403771e-05,0.007382664,0.27321154,0.6286534,0.08993941,0.00080004655,4.4249344e-07,1.5216878e-11,0.9999999
4.8166666,6.735485e-15,1.0861301e-09,1.0889814e-05,0.0067886836,0.26313412,0.6341549,0.095025495,0.0008853424,5.1287225e-07,1.8472857e-11,1.0
4.8333335,5.386285e-15,9.097206e-10,9.553296e-06,0.0062377057,0.25323454,0.63921595,0.10032261,0.0009789863,5.9399247e-07,2.2408457e-11,0.99999994
4.85,4.304084e-15,7.6138795e-10,8.3744535e-06,0.0057270885,0.24352187,0.64382607,0.10583413,0.0010817065,6.8741565e-07,2.7161681e-11,0.99999994
4.866667,3.4366905e-15,6.367524e-10,7.335465e-06,0.0052542607,0.23400334,0.64797634,0.11156367,0.0011942987,7.9493134e-07,3.2898257e-11,1.0000001
4.883333,2.7420201e-15,5.321163e-10,6.4205133e-06,0.004816816,0.22468637,0.65165794,0.117513895,0.0013176049,9.185595e-07,3.9815887e-11,0.99999994
4.9,2.1861016e-15,4.443365e-10,5.6154145e-06,0.0044124364,0.21557657,0.654864,0.12368786,0.0014525453,1.0606165e-06,4.8152007e-11,1.0000001
4.9166665,1.741573e-15,3.7075887e-10,4.9075716e-06,0.004038958,0.20667985,0.65758747,0.1300875,0.0016000887,1.2237123e-06,5.8189075e-11,1.0
4.9333334,1.3863785e-15,3.091285e-10,4.285698e-06,0.0036942863,0.1980003,0.6598234,0.136715,0.0017612911,1.4108238e-06,7.02654e-11,1.0
4.95,1.1028111e-15,2.5755054e-10,3.7398158e-06,0.0033764844,0.1895423,0.6615671,0.1435715,0.0019372662,1.6253116e-06,8.478337e-11,1.0
4.9666667,8.7656645e-16,2.1441501e-10,3.260988e-06,0.0030836868,0.1813085,0.66281515,0.15065837,0.0021292213,1.8710033e-06,1.0222454e-10,1.0000001
4.983333,6.962253e-16,1.7836964e-10,2.8413317e-06,0.0028141632,0.17330182,0.6635649,0.15797566,0.0023384253,2.1522014e-06,1.2315989e-10,0.99999994
5.0,5.5255813e-16,1.4827194e-10,2.4738083e-06,0.0025662563,0.16552375,0.663815,0.16552375,0.0025662563,2.4738083e-06,1.4827194e-10,1.0
5.016667,4.3821189e-16,1.2315989e-10,2.1522014e-06,0.0023384253,0.15797566,0.6635649,0.17330182,0.0028141632,2.8413317e-06,1.7836964e-10,1.0
5.0333333,3.4726564e-16,1.02224534e-10,1.8710032e-06,0.002129221,0.15065835,0.6628151,0.18130848,0.0030836866,3.2609876e-06,2.14415e-10,1.0
5.05,2.749851e-16,8.478337e-11,1.6253116e-06,0.0019372662,0.1435715,0.6615671,0.1895423,0.0033764844,3.7398158e-06,2.5755054e-10,1.0
5.0666666,2.1758847e-16,7.0265405e-11,1.4108239e-06,0.0017612913,0.13671501,0.6598234,0.19800031,0.0036942866,4.2856987e-06,3.0912853e-10,1.0
5.0833335,1.7203962e-16,5.818908e-11,1.2237124e-06,0.0016000888,0.13008751,0.6575875,0.20667987,0.0040389583,4.907572e-06,3.7075892e-10,1.0000001
5.1,1.3592461e-16,4.8152003e-11,1.0606163e-06,0.0014525452,0.123687856,0.65486395,0.21557656,0.004412436,5.615414e-06,4.4433648e-10,1.0
5.116667,1.07308156e-16,3.981589e-11,9.185596e-07,0.001317605,0.1175139,0.651658,0.22468638,0.0048168167,6.4205137e-06,5.3211635e-10,1.0
5.133333,8.465289e-17,3.2898254e-11,7.949313e-07,0.0011942987,0.11156366,0.6479763,0.23400332,0.0052542603,7.3354645e-06,6.367523e-10,0.99999994
5.15,6.67298e-17,2.7161681e-11,6.8741565e-07,0.0010817065,0.10583413,0.64382607,0.24352187,0.0057270885,8.3744535e-06,7.6138795e-10,0.99999994
5.1666665,5.2561498e-17,2.2408457e-11,5.9399247e-07,0.0009789863,0.10032261,0.63921595,0.25323454,0.0062377057,9.553296e-06,9.097206e-10,0.99999994
5.1833334,4.136995e-17,1.8472857e-11,5.1287225e-07,0.0008853424,0.095025495,0.6341549,0.26313412,0.0067886836,1.0889814e-05,1.0861301e-09,0.99999994
5.2,3.2536498e-17,1.521688e-11,4.4249347e-07,0.0008000466,0.089939415,0.62865347,0.27321157,0.0073826644,1.24037715e-05,1.2957491e-09,1.0
5.2166667,2.5569524e-17,1.2525135e-11,3.8147903e-07,0.000722413,0.08506028,0.6227223,0.283458,0.008022492,1.4117459e-05,1.5446502e-09,1.0
5.233333,2.0078972e-17,1.0301711e-11,3.286268e-07,0.000651814,0.08038418,0.6163739,0.2938626,0.008711063,1.6055525e-05,1.8399445e-09,0.99999994
5.25,1.5755173e-17,8.466394e-12,2.8287766e-07,0.00058766006,0.07590659,0.6096206,0.30441517,0.009451472,1.824566e-05,2.1900113e-09,1.0
5.266667,1.23530325e-17,6.9526906e-12,2.4330984e-07,0.00052941166,0.07162314,0.6024763,0.31510335,0.010246905,2.071854e-05,2.6046687e-09,1.0000001
5.2833333,9.678026e-18,5.7052466e-12,2.0911584e-07,0.0004765693,0.067529246,0.59495544,0.32591438,0.011100664,2.3508297e-05,3.0954217e-09,1.0
5.3,7.576415e-18,4.677949e-12,1.7958699e-07,0.00042866758,0.063619904,0.58707297,0.33683532,0.0120162675,2.6653126e-05,3.6758125e-09,1.0
5.3166666,5.9265746e-18,3.8326677e-12,1.5410855e-07,0.00038528233,0.059890453,0.57884514,0.3478515,0.012997262,3.019507e-05,4.3616164e-09,1.0
5.3333335,4.632379e-18,3.1376702e-12,1.3214144e-07,0.00034601736,0.0563356,0.570288,0.35894856,0.014047424,3.41812e-05,5.1713656e-09,0.9999999
5.35,3.6179796e-18,2.566714e-12,1.13217865e-07,0.00031051267,0.052950498,0.5614193,0.3701104,0.015170562,3.86633e-05,6.12665e-09,1.0
5.366667,2.8234847e-18,2.0979939e-12,9.692787e-08,0.0002784323,0.0497298,0.5522561,0.38132113,0.016370721,4.369901e-05,7.2527278e-09,1.0
5.383333,2.201768e-18,1.7135406e-12,8.291712e-08,0.0002494713,0.046668485,0.5428172,0.3925635,0.017651943,4.9351675e-05,8.579032e-09,1.0
5.4,1.7155717e-18,1.3984278e-12,7.087554e-08,0.00022334672,0.0437612,0.5331207,0.40382046,0.019018553,5.5692082e-05,1.0139944e-08,1.0
