time_sec,w_000,w_001,w_002,w_003,w_004,w_005,w_006,w_007,w_008,w_009,w_sum
0.48333332,0.51666665,0.48333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.51666665,0.48333335,0.51666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.53333336,0.46666664,0.53333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55,0.45,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.56666666,0.43333334,0.56666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5833333,0.4166667,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6,0.39999998,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6166667,0.38333333,0.6166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6333333,0.36666667,0.6333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.65,0.35000002,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666667,0.3333333,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.68333334,0.31666666,0.68333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.71666664,0.28333336,0.71666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.73333335,0.26666665,0.73333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.76666665,0.23333335,0.76666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.78333336,0.21666664,0.78333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8,0.19999999,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.81666666,0.18333334,0.81666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8333333,0.16666669,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.85,0.14999998,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8666667,0.13333333,0.8666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8833333,0.116666675,0.8833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9,0.100000024,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9166667,0.08333331,0.9166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.93333334,0.06666666,0.93333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.95,0.050000012,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.96666664,0.03333336,0.96666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.98333335,0.01666665,0.98333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
