Mode,BackFrameNum,BackWeight,MidFrameNum,MidWeight,FrontFrameNum,FrontWeight,TimeMs,Knob,ResponsePattern,StepNumber,Amplitude,Velocity,FunctionRatio,CameraSpeed
GaussOnly,cam1,0.369461,cam2,0.261079,cam3,0.369461,0.000,0.000,Velocity,1,0,1.000000,0.261079,1.000
GaussOnly,cam1,0.367216,cam2,0.265569,cam3,0.367216,16.667,0.000,Velocity,1,0,1.000000,0.265569,1.000
GaussOnly,cam1,0.364946,cam2,0.270108,cam3,0.364946,33.333,0.000,Velocity,1,0,1.000000,0.270108,1.000
GaussOnly,cam1,0.362652,cam2,0.274696,cam3,0.362652,50.000,0.000,Velocity,1,0,1.000000,0.274696,1.000
GaussOnly,cam1,0.360334,cam2,0.279332,cam3,0.360334,66.667,0.000,Velocity,1,0,1.000000,0.279332,1.000
GaussOnly,cam1,0.357992,cam2,0.284016,cam3,0.357992,83.333,0.000,Velocity,1,0,1.000000,0.284016,1.000
GaussOnly,cam1,0.355627,cam2,0.288746,cam3,0.355627,100.000,0.000,Velocity,1,0,1.000000,0.288746,1.000
GaussOnly,cam1,0.353238,cam2,0.293524,cam3,0.353238,116.667,0.000,Velocity,1,0,1.000000,0.293524,1.000
GaussOnly,cam1,0.350827,cam2,0.298347,cam3,0.350827,133.333,0.000,Velocity,1,0,1.000000,0.298347,1.000
GaussOnly,cam1,0.348393,cam2,0.303215,cam3,0.348393,150.000,0.000,Velocity,1,0,1.000000,0.303215,1.000
GaussOnly,cam1,0.345936,cam2,0.308128,cam3,0.345936,166.667,0.000,Velocity,1,0,1.000000,0.308128,1.000
GaussOnly,cam1,0.343458,cam2,0.313084,cam3,0.343458,183.333,0.000,Velocity,1,0,1.000000,0.313084,1.000
GaussOnly,cam1,0.340958,cam2,0.318084,cam3,0.340958,200.000,0.000,Velocity,1,0,1.000000,0.318084,1.000
GaussOnly,cam1,0.338437,cam2,0.323126,cam3,0.338437,216.667,0.000,Velocity,1,0,1.000000,0.323126,1.000
GaussOnly,cam1,0.335895,cam2,0.328209,cam3,0.335895,233.333,0.000,Velocity,1,0,1.000000,0.328209,1.000
GaussOnly,cam1,0.333333,cam2,0.333333,cam3,0.333333,250.000,0.000,Velocity,1,0,1.000000,0.333333,1.000
GaussOnly,cam1,0.330752,cam2,0.338497,cam3,0.330752,266.667,0.000,Velocity,1,0,1.000000,0.338497,1.000
GaussOnly,cam1,0.328150,cam2,0.343700,cam3,0.328150,283.333,0.000,Velocity,1,0,1.000000,0.343700,1.000
GaussOnly,cam1,0.325530,cam2,0.348940,cam3,0.325530,300.000,0.000,Velocity,1,0,1.000000,0.348940,1.000
GaussOnly,cam1,0.322892,cam2,0.354217,cam3,0.322892,316.667,0.000,Velocity,1,0,1.000000,0.354217,1.000
GaussOnly,cam1,0.320235,cam2,0.359530,cam3,0.320235,333.333,0.000,Velocity,1,0,1.000000,0.359530,1.000
GaussOnly,cam1,0.317562,cam2,0.364877,cam3,0.317562,350.000,0.000,Velocity,1,0,1.000000,0.364877,1.000
GaussOnly,cam1,0.314871,cam2,0.370258,cam3,0.314871,366.667,0.000,Velocity,1,0,1.000000,0.370258,1.000
GaussOnly,cam1,0.312164,cam2,0.375671,cam3,0.312164,383.333,0.000,Velocity,1,0,1.000000,0.375671,1.000
GaussOnly,cam1,0.309442,cam2,0.381116,cam3,0.309442,400.000,0.000,Velocity,1,0,1.000000,0.381116,1.000
GaussOnly,cam1,0.306705,cam2,0.386591,cam3,0.306705,416.667,0.000,Velocity,1,0,1.000000,0.386591,1.000
GaussOnly,cam1,0.303953,cam2,0.392094,cam3,0.303953,433.333,0.000,Velocity,1,0,1.000000,0.392094,1.000
GaussOnly,cam1,0.301187,cam2,0.397625,cam3,0.301187,450.000,0.000,Velocity,1,0,1.000000,0.397625,1.000
GaussOnly,cam1,0.298409,cam2,0.403183,cam3,0.298409,466.667,0.000,Velocity,1,0,1.000000,0.403183,1.000
GaussOnly,cam1,0.295618,cam2,0.408765,cam3,0.295618,483.333,0.000,Velocity,1,0,1.000000,0.408765,1.000
GaussOnly,cam1,0.292815,cam2,0.414371,cam3,0.292815,500.000,0.000,Velocity,1,0,1.000000,0.414371,1.000
GaussOnly,cam1,0.295618,cam2,0.408765,cam3,0.295618,516.667,0.000,Velocity,1,0,1.000000,0.408765,1.000
GaussOnly,cam1,0.298409,cam2,0.403183,cam3,0.298409,533.333,0.000,Velocity,1,0,1.000000,0.403183,1.000
GaussOnly,cam1,0.301187,cam2,0.397625,cam3,0.301187,550.000,0.000,Velocity,1,0,1.000000,0.397625,1.000
GaussOnly,cam1,0.303953,cam2,0.392094,cam3,0.303953,566.667,0.000,Velocity,1,0,1.000000,0.392094,1.000
GaussOnly,cam1,0.306705,cam2,0.386591,cam3,0.306705,583.333,0.000,Velocity,1,0,1.000000,0.386591,1.000
GaussOnly,cam1,0.309442,cam2,0.381116,cam3,0.309442,600.000,0.000,Velocity,1,0,1.000000,0.381116,1.000
GaussOnly,cam1,0.312164,cam2,0.375671,cam3,0.312164,616.667,0.000,Velocity,1,0,1.000000,0.375671,1.000
GaussOnly,cam1,0.314871,cam2,0.370258,cam3,0.314871,633.333,0.000,Velocity,1,0,1.000000,0.370258,1.000
GaussOnly,cam1,0.317562,cam2,0.364877,cam3,0.317562,650.000,0.000,Velocity,1,0,1.000000,0.364877,1.000
GaussOnly,cam1,0.320235,cam2,0.359530,cam3,0.320235,666.667,0.000,Velocity,1,0,1.000000,0.359530,1.000
GaussOnly,cam1,0.322892,cam2,0.354217,cam3,0.322892,683.333,0.000,Velocity,1,0,1.000000,0.354217,1.000
GaussOnly,cam1,0.325530,cam2,0.348940,cam3,0.325530,700.000,0.000,Velocity,1,0,1.000000,0.348940,1.000
GaussOnly,cam1,0.328150,cam2,0.343700,cam3,0.328150,716.667,0.000,Velocity,1,0,1.000000,0.343700,1.000
GaussOnly,cam1,0.330752,cam2,0.338497,cam3,0.330752,733.333,0.000,Velocity,1,0,1.000000,0.338497,1.000
GaussOnly,cam1,0.333333,cam2,0.333333,cam3,0.333333,750.000,0.000,Velocity,1,0,1.000000,0.333333,1.000
GaussOnly,cam1,0.335895,cam2,0.328209,cam3,0.335895,766.667,0.000,Velocity,1,0,1.000000,0.328209,1.000
GaussOnly,cam1,0.338437,cam2,0.323126,cam3,0.338437,783.333,0.000,Velocity,1,0,1.000000,0.323126,1.000
GaussOnly,cam1,0.340958,cam2,0.318084,cam3,0.340958,800.000,0.000,Velocity,1,0,1.000000,0.318084,1.000
GaussOnly,cam1,0.343458,cam2,0.313084,cam3,0.343458,816.667,0.000,Velocity,1,0,1.000000,0.313084,1.000
GaussOnly,cam1,0.345936,cam2,0.308128,cam3,0.345936,833.333,0.000,Velocity,1,0,1.000000,0.308128,1.000
GaussOnly,cam1,0.348393,cam2,0.303215,cam3,0.348393,850.000,0.000,Velocity,1,0,1.000000,0.303215,1.000
GaussOnly,cam1,0.350827,cam2,0.298347,cam3,0.350827,866.667,0.000,Velocity,1,0,1.000000,0.298347,1.000
GaussOnly,cam1,0.353238,cam2,0.293524,cam3,0.353238,883.333,0.000,Velocity,1,0,1.000000,0.293524,1.000
GaussOnly,cam1,0.355627,cam2,0.288746,cam3,0.355627,900.000,0.000,Velocity,1,0,1.000000,0.288746,1.000
GaussOnly,cam1,0.357992,cam2,0.284016,cam3,0.357992,916.667,0.000,Velocity,1,0,1.000000,0.284016,1.000
GaussOnly,cam1,0.360334,cam2,0.279332,cam3,0.360334,933.333,0.000,Velocity,1,0,1.000000,0.279332,1.000
GaussOnly,cam1,0.362652,cam2,0.274696,cam3,0.362652,950.000,0.000,Velocity,1,0,1.000000,0.274696,1.000
GaussOnly,cam1,0.364946,cam2,0.270108,cam3,0.364946,966.667,0.000,Velocity,1,0,1.000000,0.270108,1.000
GaussOnly,cam1,0.367216,cam2,0.265569,cam3,0.367216,983.333,0.000,Velocity,1,0,1.000000,0.265569,1.000
GaussOnly,cam1,0.369461,cam2,0.261079,cam3,0.369461,1000.000,0.000,Velocity,1,0,1.000000,0.261079,1.000
GaussOnly,cam1,0.367216,cam2,0.265569,cam3,0.367216,1016.667,0.000,Velocity,1,0,1.000000,0.265569,1.000
GaussOnly,cam1,0.364946,cam2,0.270108,cam3,0.364946,1033.333,0.000,Velocity,1,0,1.000000,0.270108,1.000
GaussOnly,cam1,0.362652,cam2,0.274696,cam3,0.362652,1050.000,0.000,Velocity,1,0,1.000000,0.274696,1.000
GaussOnly,cam1,0.360334,cam2,0.279332,cam3,0.360334,1066.667,0.000,Velocity,1,0,1.000000,0.279332,1.000
GaussOnly,cam1,0.357992,cam2,0.284016,cam3,0.357992,1083.333,0.000,Velocity,1,0,1.000000,0.284016,1.000
GaussOnly,cam1,0.355627,cam2,0.288746,cam3,0.355627,1100.000,0.000,Velocity,1,0,1.000000,0.288746,1.000
GaussOnly,cam1,0.353238,cam2,0.293524,cam3,0.353238,1116.667,0.000,Velocity,1,0,1.000000,0.293524,1.000
GaussOnly,cam1,0.350827,cam2,0.298347,cam3,0.350827,1133.333,0.000,Velocity,1,0,1.000000,0.298347,1.000
GaussOnly,cam1,0.348393,cam2,0.303215,cam3,0.348393,1150.000,0.000,Velocity,1,0,1.000000,0.303215,1.000
GaussOnly,cam1,0.345936,cam2,0.308128,cam3,0.345936,1166.667,0.000,Velocity,1,0,1.000000,0.308128,1.000
GaussOnly,cam1,0.343458,cam2,0.313084,cam3,0.343458,1183.333,0.000,Velocity,1,0,1.000000,0.313084,1.000
GaussOnly,cam1,0.340958,cam2,0.318084,cam3,0.340958,1200.000,0.000,Velocity,1,0,1.000000,0.318084,1.000
GaussOnly,cam1,0.338437,cam2,0.323126,cam3,0.338437,1216.667,0.000,Velocity,1,0,1.000000,0.323126,1.000
GaussOnly,cam1,0.335895,cam2,0.328209,cam3,0.335895,1233.333,0.000,Velocity,1,0,1.000000,0.328209,1.000
GaussOnly,cam1,0.333333,cam2,0.333333,cam3,0.333333,1250.000,0.000,Velocity,1,0,1.000000,0.333333,1.000
GaussOnly,cam1,0.330751,cam2,0.338497,cam3,0.330751,1266.667,0.000,Velocity,1,0,1.000000,0.338497,1.000
GaussOnly,cam1,0.328150,cam2,0.343700,cam3,0.328150,1283.333,0.000,Velocity,1,0,1.000000,0.343700,1.000
GaussOnly,cam1,0.325530,cam2,0.348940,cam3,0.325530,1300.000,0.000,Velocity,1,0,1.000000,0.348940,1.000
GaussOnly,cam1,0.322892,cam2,0.354217,cam3,0.322892,1316.667,0.000,Velocity,1,0,1.000000,0.354217,1.000
GaussOnly,cam1,0.320235,cam2,0.359530,cam3,0.320235,1333.333,0.000,Velocity,1,0,1.000000,0.359530,1.000
GaussOnly,cam1,0.317562,cam2,0.364877,cam3,0.317562,1350.000,0.000,Velocity,1,0,1.000000,0.364877,1.000
GaussOnly,cam1,0.314871,cam2,0.370258,cam3,0.314871,1366.667,0.000,Velocity,1,0,1.000000,0.370258,1.000
GaussOnly,cam1,0.312164,cam2,0.375671,cam3,0.312164,1383.333,0.000,Velocity,1,0,1.000000,0.375671,1.000
GaussOnly,cam1,0.309442,cam2,0.381116,cam3,0.309442,1400.000,0.000,Velocity,1,0,1.000000,0.381116,1.000
GaussOnly,cam1,0.306705,cam2,0.386591,cam3,0.306705,1416.667,0.000,Velocity,1,0,1.000000,0.386591,1.000
GaussOnly,cam1,0.303953,cam2,0.392094,cam3,0.303953,1433.333,0.000,Velocity,1,0,1.000000,0.392094,1.000
GaussOnly,cam1,0.301187,cam2,0.397625,cam3,0.301187,1450.000,0.000,Velocity,1,0,1.000000,0.397625,1.000
GaussOnly,cam1,0.298409,cam2,0.403183,cam3,0.298409,1466.667,0.000,Velocity,1,0,1.000000,0.403183,1.000
GaussOnly,cam1,0.295618,cam2,0.408765,cam3,0.295618,1483.333,0.000,Velocity,1,0,1.000000,0.408765,1.000
GaussOnly,cam1,0.292815,cam2,0.414371,cam3,0.292815,1500.000,0.000,Velocity,1,0,1.000000,0.414371,1.000
GaussOnly,cam1,0.295618,cam2,0.408765,cam3,0.295618,1516.667,0.000,Velocity,1,0,1.000000,0.408765,1.000
GaussOnly,cam1,0.298409,cam2,0.403183,cam3,0.298409,1533.333,0.000,Velocity,1,0,1.000000,0.403183,1.000
GaussOnly,cam1,0.301187,cam2,0.397625,cam3,0.301187,1550.000,0.000,Velocity,1,0,1.000000,0.397625,1.000
GaussOnly,cam1,0.303953,cam2,0.392094,cam3,0.303953,1566.667,0.000,Velocity,1,0,1.000000,0.392094,1.000
GaussOnly,cam1,0.306705,cam2,0.386591,cam3,0.306705,1583.333,0.000,Velocity,1,0,1.000000,0.386591,1.000
GaussOnly,cam1,0.309442,cam2,0.381116,cam3,0.309442,1600.000,0.000,Velocity,1,0,1.000000,0.381116,1.000
GaussOnly,cam1,0.312164,cam2,0.375671,cam3,0.312164,1616.667,0.000,Velocity,1,0,1.000000,0.375671,1.000
GaussOnly,cam1,0.314871,cam2,0.370258,cam3,0.314871,1633.333,0.000,Velocity,1,0,1.000000,0.370258,1.000
GaussOnly,cam1,0.317562,cam2,0.364877,cam3,0.317562,1650.000,0.000,Velocity,1,0,1.000000,0.364877,1.000
GaussOnly,cam1,0.320235,cam2,0.359530,cam3,0.320235,1666.667,0.000,Velocity,1,0,1.000000,0.359530,1.000
GaussOnly,cam1,0.322892,cam2,0.354217,cam3,0.322892,1683.333,0.000,Velocity,1,0,1.000000,0.354217,1.000
GaussOnly,cam1,0.325530,cam2,0.348940,cam3,0.325530,1700.000,0.000,Velocity,1,0,1.000000,0.348940,1.000
GaussOnly,cam1,0.328150,cam2,0.343700,cam3,0.328150,1716.667,0.000,Velocity,1,0,1.000000,0.343700,1.000
GaussOnly,cam1,0.330752,cam2,0.338497,cam3,0.330752,1733.333,0.000,Velocity,1,0,1.000000,0.338497,1.000
GaussOnly,cam1,0.333333,cam2,0.333333,cam3,0.333333,1750.000,0.000,Velocity,1,0,1.000000,0.333333,1.000
GaussOnly,cam1,0.335895,cam2,0.328209,cam3,0.335895,1766.667,0.000,Velocity,1,0,1.000000,0.328209,1.000
GaussOnly,cam1,0.338437,cam2,0.323126,cam3,0.338437,1783.333,0.000,Velocity,1,0,1.000000,0.323126,1.000
GaussOnly,cam1,0.340958,cam2,0.318084,cam3,0.340958,1800.000,0.000,Velocity,1,0,1.000000,0.318084,1.000
GaussOnly,cam1,0.343458,cam2,0.313084,cam3,0.343458,1816.667,0.000,Velocity,1,0,1.000000,0.313084,1.000
GaussOnly,cam1,0.345936,cam2,0.308128,cam3,0.345936,1833.333,0.000,Velocity,1,0,1.000000,0.308128,1.000
GaussOnly,cam1,0.348393,cam2,0.303215,cam3,0.348393,1850.000,0.000,Velocity,1,0,1.000000,0.303215,1.000
GaussOnly,cam1,0.350827,cam2,0.298347,cam3,0.350827,1866.667,0.000,Velocity,1,0,1.000000,0.298347,1.000
GaussOnly,cam1,0.353238,cam2,0.293524,cam3,0.353238,1883.333,0.000,Velocity,1,0,1.000000,0.293524,1.000
GaussOnly,cam1,0.355627,cam2,0.288746,cam3,0.355627,1900.000,0.000,Velocity,1,0,1.000000,0.288746,1.000
GaussOnly,cam1,0.357992,cam2,0.284016,cam3,0.357992,1916.667,0.000,Velocity,1,0,1.000000,0.284016,1.000
GaussOnly,cam1,0.360334,cam2,0.279332,cam3,0.360334,1933.333,0.000,Velocity,1,0,1.000000,0.279332,1.000
GaussOnly,cam1,0.362652,cam2,0.274696,cam3,0.362652,1950.000,0.000,Velocity,1,0,1.000000,0.274696,1.000
GaussOnly,cam1,0.364946,cam2,0.270108,cam3,0.364946,1966.667,0.000,Velocity,1,0,1.000000,0.270108,1.000
GaussOnly,cam1,0.367216,cam2,0.265569,cam3,0.367216,1983.333,0.000,Velocity,1,0,1.000000,0.265569,1.000
GaussOnly,cam1,0.369461,cam2,0.261079,cam3,0.369461,2000.000,0.000,Velocity,1,0,1.000000,0.261079,1.000
GaussOnly,cam1,0.367216,cam2,0.265569,cam3,0.367216,2016.667,0.000,Velocity,1,0,1.000000,0.265569,1.000
GaussOnly,cam1,0.364946,cam2,0.270108,cam3,0.364946,2033.333,0.000,Velocity,1,0,1.000000,0.270108,1.000
GaussOnly,cam1,0.362652,cam2,0.274696,cam3,0.362652,2050.000,0.000,Velocity,1,0,1.000000,0.274696,1.000
GaussOnly,cam1,0.360334,cam2,0.279332,cam3,0.360334,2066.667,0.000,Velocity,1,0,1.000000,0.279332,1.000
GaussOnly,cam1,0.357992,cam2,0.284016,cam3,0.357992,2083.333,0.000,Velocity,1,0,1.000000,0.284016,1.000
GaussOnly,cam1,0.355627,cam2,0.288746,cam3,0.355627,2100.000,0.000,Velocity,1,0,1.000000,0.288746,1.000
GaussOnly,cam1,0.353238,cam2,0.293524,cam3,0.353238,2116.667,0.000,Velocity,1,0,1.000000,0.293524,1.000
GaussOnly,cam1,0.350827,cam2,0.298347,cam3,0.350827,2133.333,0.000,Velocity,1,0,1.000000,0.298347,1.000
GaussOnly,cam1,0.348393,cam2,0.303215,cam3,0.348393,2150.000,0.000,Velocity,1,0,1.000000,0.303215,1.000
GaussOnly,cam1,0.345936,cam2,0.308128,cam3,0.345936,2166.667,0.000,Velocity,1,0,1.000000,0.308128,1.000
GaussOnly,cam1,0.343458,cam2,0.313084,cam3,0.343458,2183.333,0.000,Velocity,1,0,1.000000,0.313084,1.000
GaussOnly,cam1,0.340958,cam2,0.318084,cam3,0.340958,2200.000,0.000,Velocity,1,0,1.000000,0.318084,1.000
GaussOnly,cam1,0.338437,cam2,0.323126,cam3,0.338437,2216.667,0.000,Velocity,1,0,1.000000,0.323126,1.000
GaussOnly,cam1,0.335895,cam2,0.328209,cam3,0.335895,2233.333,0.000,Velocity,1,0,1.000000,0.328209,1.000
GaussOnly,cam1,0.333333,cam2,0.333333,cam3,0.333333,2250.000,0.000,Velocity,1,0,1.000000,0.333333,1.000
GaussOnly,cam1,0.330752,cam2,0.338497,cam3,0.330752,2266.667,0.000,Velocity,1,0,1.000000,0.338497,1.000
GaussOnly,cam1,0.328150,cam2,0.343700,cam3,0.328150,2283.333,0.000,Velocity,1,0,1.000000,0.343700,1.000
GaussOnly,cam1,0.325530,cam2,0.348940,cam3,0.325530,2300.000,0.000,Velocity,1,0,1.000000,0.348940,1.000
GaussOnly,cam1,0.322892,cam2,0.354217,cam3,0.322892,2316.667,0.000,Velocity,1,0,1.000000,0.354217,1.000
GaussOnly,cam1,0.320235,cam2,0.359530,cam3,0.320235,2333.333,0.000,Velocity,1,0,1.000000,0.359530,1.000
GaussOnly,cam1,0.317562,cam2,0.364877,cam3,0.317562,2350.000,0.000,Velocity,1,0,1.000000,0.364877,1.000
GaussOnly,cam1,0.314871,cam2,0.370258,cam3,0.314871,2366.667,0.000,Velocity,1,0,1.000000,0.370258,1.000
GaussOnly,cam1,0.312164,cam2,0.375671,cam3,0.312164,2383.333,0.000,Velocity,1,0,1.000000,0.375671,1.000
GaussOnly,cam1,0.309442,cam2,0.381116,cam3,0.309442,2400.000,0.000,Velocity,1,0,1.000000,0.381116,1.000
GaussOnly,cam1,0.306705,cam2,0.386591,cam3,0.306705,2416.667,0.000,Velocity,1,0,1.000000,0.386591,1.000
GaussOnly,cam1,0.303953,cam2,0.392094,cam3,0.303953,2433.333,0.000,Velocity,1,0,1.000000,0.392094,1.000
GaussOnly,cam1,0.301187,cam2,0.397625,cam3,0.301187,2450.000,0.000,Velocity,1,0,1.000000,0.397625,1.000
GaussOnly,cam1,0.298409,cam2,0.403183,cam3,0.298409,2466.667,0.000,Velocity,1,0,1.000000,0.403183,1.000
GaussOnly,cam1,0.295618,cam2,0.408765,cam3,0.295618,2483.333,0.000,Velocity,1,0,1.000000,0.408765,1.000
GaussOnly,cam1,0.292815,cam2,0.414371,cam3,0.292815,2500.000,0.000,Velocity,1,0,1.000000,0.414371,1.000
GaussOnly,cam1,0.295618,cam2,0.408765,cam3,0.295618,2516.667,0.000,Velocity,1,0,1.000000,0.408765,1.000
GaussOnly,cam1,0.298409,cam2,0.403183,cam3,0.298409,2533.333,0.000,Velocity,1,0,1.000000,0.403183,1.000
GaussOnly,cam1,0.301187,cam2,0.397625,cam3,0.301187,2550.000,0.000,Velocity,1,0,1.000000,0.397625,1.000
GaussOnly,cam1,0.303953,cam2,0.392094,cam3,0.303953,2566.667,0.000,Velocity,1,0,1.000000,0.392094,1.000
GaussOnly,cam1,0.306705,cam2,0.386591,cam3,0.306705,2583.333,0.000,Velocity,1,0,1.000000,0.386591,1.000
GaussOnly,cam1,0.309442,cam2,0.381116,cam3,0.309442,2600.000,0.000,Velocity,1,0,1.000000,0.381116,1.000
GaussOnly,cam1,0.312164,cam2,0.375671,cam3,0.312164,2616.667,0.000,Velocity,1,0,1.000000,0.375671,1.000
GaussOnly,cam1,0.314871,cam2,0.370258,cam3,0.314871,2633.333,0.000,Velocity,1,0,1.000000,0.370258,1.000
GaussOnly,cam1,0.317562,cam2,0.364877,cam3,0.317562,2650.000,0.000,Velocity,1,0,1.000000,0.364877,1.000
