Mode,BackFrameNum,BackWeight,MidFrameNum,MidWeight,FrontFrameNum,FrontWeight,TimeMs,Knob,ResponsePattern,StepNumber,Amplitude,Velocity,FunctionRatio,CameraSpeed
GaussOnly,cam1,0.444572,cam2,0.444572,cam3,0.110855,0.000,0.000,Velocity,1,0,1.000000,0.444572,1.000
GaussOnly,cam1,0.442249,cam2,0.442249,cam3,0.115501,16.667,0.000,Velocity,1,0,1.000000,0.442249,1.000
GaussOnly,cam1,0.439842,cam2,0.439842,cam3,0.120316,33.333,0.000,Velocity,1,0,1.000000,0.439842,1.000
GaussOnly,cam1,0.437349,cam2,0.437349,cam3,0.125303,50.000,0.000,Velocity,1,0,1.000000,0.437349,1.000
GaussOnly,cam1,0.434767,cam2,0.434767,cam3,0.130465,66.667,0.000,Velocity,1,0,1.000000,0.434767,1.000
GaussOnly,cam1,0.432096,cam2,0.432096,cam3,0.135808,83.333,0.000,Velocity,1,0,1.000000,0.432096,1.000
GaussOnly,cam1,0.429333,cam2,0.429333,cam3,0.141334,100.000,0.000,Velocity,1,0,1.000000,0.429333,1.000
GaussOnly,cam1,0.426477,cam2,0.426477,cam3,0.147046,116.667,0.000,Velocity,1,0,1.000000,0.426477,1.000
GaussOnly,cam1,0.423526,cam2,0.423526,cam3,0.152948,133.333,0.000,Velocity,1,0,1.000000,0.423526,1.000
GaussOnly,cam1,0.420479,cam2,0.420479,cam3,0.159043,150.000,0.000,Velocity,1,0,1.000000,0.420479,1.000
GaussOnly,cam1,0.417334,cam2,0.417334,cam3,0.165333,166.667,0.000,Velocity,1,0,1.000000,0.417334,1.000
GaussOnly,cam1,0.414090,cam2,0.414090,cam3,0.171821,183.333,0.000,Velocity,1,0,1.000000,0.414090,1.000
GaussOnly,cam1,0.410745,cam2,0.410745,cam3,0.178509,200.000,0.000,Velocity,1,0,1.000000,0.410745,1.000
GaussOnly,cam1,0.407300,cam2,0.407300,cam3,0.185400,216.667,0.000,Velocity,1,0,1.000000,0.407300,1.000
GaussOnly,cam1,0.403753,cam2,0.403753,cam3,0.192494,233.333,0.000,Velocity,1,0,1.000000,0.403753,1.000
GaussOnly,cam1,0.400104,cam2,0.400104,cam3,0.199793,250.000,0.000,Velocity,1,0,1.000000,0.400104,1.000
GaussOnly,cam1,0.396352,cam2,0.396352,cam3,0.207297,266.667,0.000,Velocity,1,0,1.000000,0.396352,1.000
GaussOnly,cam1,0.392496,cam2,0.392496,cam3,0.215008,283.333,0.000,Velocity,1,0,1.000000,0.392496,1.000
GaussOnly,cam1,0.388538,cam2,0.388538,cam3,0.222925,300.000,0.000,Velocity,1,0,1.000000,0.388538,1.000
GaussOnly,cam1,0.384476,cam2,0.384476,cam3,0.231047,316.667,0.000,Velocity,1,0,1.000000,0.384476,1.000
GaussOnly,cam1,0.380313,cam2,0.380313,cam3,0.239375,333.333,0.000,Velocity,1,0,1.000000,0.380313,1.000
GaussOnly,cam1,0.376047,cam2,0.376047,cam3,0.247906,350.000,0.000,Velocity,1,0,1.000000,0.376047,1.000
GaussOnly,cam1,0.371681,cam2,0.371681,cam3,0.256638,366.667,0.000,Velocity,1,0,1.000000,0.371681,1.000
GaussOnly,cam1,0.367216,cam2,0.367216,cam3,0.265569,383.333,0.000,Velocity,1,0,1.000000,0.367216,1.000
GaussOnly,cam1,0.362652,cam2,0.362652,cam3,0.274696,400.000,0.000,Velocity,1,0,1.000000,0.362652,1.000
GaussOnly,cam1,0.357992,cam2,0.357992,cam3,0.284016,416.667,0.000,Velocity,1,0,1.000000,0.357992,1.000
GaussOnly,cam1,0.353238,cam2,0.353238,cam3,0.293524,433.333,0.000,Velocity,1,0,1.000000,0.353238,1.000
GaussOnly,cam1,0.348393,cam2,0.348393,cam3,0.303215,450.000,0.000,Velocity,1,0,1.000000,0.348393,1.000
GaussOnly,cam1,0.343458,cam2,0.343458,cam3,0.313084,466.667,0.000,Velocity,1,0,1.000000,0.343458,1.000
GaussOnly,cam1,0.338437,cam2,0.338437,cam3,0.323126,483.333,0.000,Velocity,1,0,1.000000,0.338437,1.000
