time_sec,lap_var_s0.3,rms_contrast_s0.3,lap_var_s0.6,rms_contrast_s0.6,lap_var_s0.9,rms_contrast_s0.9
6.05,274.45276,0.5604391,381.38284,0.56362545,499.4468,0.5670416
6.0666666,263.4446,0.56088865,341.76367,0.5633797,427.69812,0.5658948
6.0833335,243.7682,0.56034714,298.94153,0.5620841,356.67532,0.5638379
6.1,221.0318,0.56027114,252.46837,0.5612945,289.34625,0.56225866
6.116667,216.8754,0.56076473,234.4938,0.5613451,254.03381,0.56194735
6.133333,207.49416,0.5608279,218.51764,0.5611611,229.67067,0.5614808
6.15,201.58293,0.56039625,206.70049,0.5604736,213.30153,0.56065524
6.1666665,196.74803,0.561022,197.64503,0.5610472,199.4238,0.5610047
6.1833334,196.64388,0.56049263,197.51001,0.56052786,199.02939,0.56047714
6.2,195.54198,0.5596372,195.84612,0.5596447,196.88991,0.55963403
6.2166667,193.04826,0.5591985,192.652,0.5591476,193.01695,0.5591497
6.233333,192.5264,0.5585083,192.17796,0.558522,192.67735,0.5585243
6.25,191.41837,0.557446,190.84505,0.55741817,192.08182,0.55744755
6.266667,188.2892,0.55636173,188.30734,0.5563123,188.96945,0.5563408
6.2833333,188.11269,0.5560413,188.29341,0.556032,188.43051,0.55602014
6.3,187.11058,0.55550843,187.09718,0.55551934,187.18071,0.5555131
6.3166666,185.47548,0.5548854,185.02461,0.5549376,185.8674,0.55488265
6.3333335,187.55467,0.55472153,187.03152,0.5547473,187.83989,0.5547335
6.35,186.47108,0.5543341,186.7142,0.5543555,186.82582,0.55434847
6.366667,185.49286,0.5540687,185.43181,0.55405825,186.18971,0.5540946
6.383333,186.38507,0.5542913,186.78,0.5542787,187.31924,0.55432314
6.4,185.48616,0.55462444,186.02248,0.55463403,186.07497,0.5546593
6.4166665,183.26276,0.55393577,183.77744,0.5539671,183.75284,0.5539942
6.4333334,183.81436,0.55405,184.38133,0.5540522,184.30896,0.5540722
6.45,184.54549,0.55366635,184.27135,0.5536961,184.48915,0.5536595
6.4666667,185.56465,0.5534512,185.93704,0.5534629,185.89345,0.55342835
6.483333,186.25777,0.5529492,186.3353,0.55295265,185.50531,0.55293167
6.5,185.56412,0.5526942,185.07831,0.55270976,184.75389,0.5526828
6.516667,184.80942,0.5519653,184.18855,0.55198693,183.99104,0.5519778
6.5333333,184.51395,0.5517379,184.04546,0.5517425,184.19807,0.5517232
6.55,182.26283,0.5513967,181.90149,0.55139726,182.33278,0.5514104
6.5666666,181.38216,0.5505655,182.01309,0.55057865,181.80084,0.5505582
6.5833335,179.65015,0.5494228,179.75587,0.5494179,179.73175,0.5493969
6.6,180.94048,0.5492368,180.48547,0.5492195,180.53566,0.5492431
6.616667,181.8534,0.5491496,181.91283,0.5491056,181.56813,0.54914844
6.633333,180.62988,0.548866,180.20528,0.5488457,180.53647,0.5488666
6.65,182.91132,0.5490682,181.66327,0.54905236,182.46521,0.54904944
6.6666665,182.81706,0.5495696,181.83792,0.5495921,183.63707,0.549585
6.6833334,183.33981,0.5494073,182.07845,0.5494272,183.06729,0.54945326
6.7,183.84128,0.55026263,183.19807,0.5502733,184.00542,0.550302
6.7166667,184.50142,0.550593,183.51228,0.5505799,183.90596,0.55058503
6.733333,184.33513,0.55006784,184.77103,0.5500528,184.01465,0.55005646
6.75,186.71391,0.5507746,187.48508,0.5507865,186.5491,0.5507853
6.766667,187.03279,0.55073684,187.18102,0.5507197,186.79315,0.55070513
6.7833333,187.88213,0.5496546,188.22,0.5496241,187.3669,0.54966605
6.8,189.17778,0.54971504,189.33183,0.549693,188.28535,0.549691
6.8166666,189.49669,0.5498712,189.94914,0.5498395,188.89246,0.5498496
6.8333335,190.81377,0.5491435,192.04152,0.54919493,191.893,0.5492291
6.85,191.36859,0.54938513,195.75308,0.54946655,198.3512,0.5495828
6.866667,196.03113,0.5490415,204.36012,0.5493842,212.61629,0.54970205
6.883333,205.80452,0.54902583,222.4366,0.54964054,238.49924,0.5503826
6.9,213.88173,0.5493223,240.9408,0.5506443,269.73502,0.5518148
6.9166665,226.28017,0.5499324,273.34686,0.5518641,325.8895,0.5537508
6.9333334,249.01292,0.5499604,320.94104,0.55260646,399.77106,0.5552493
6.95,268.80237,0.5513026,369.27905,0.5548636,481.73926,0.5585493
6.9666667,289.13342,0.5519582,415.57043,0.5564372,561.0524,0.56089467
6.983333,304.90652,0.5519041,455.85165,0.55691373,633.3534,0.56208783
7.0,311.1095,0.55260813,466.27563,0.5577803,649.9852,0.5631521
7.016667,311.04468,0.5515668,452.37152,0.55643445,629.30774,0.56170344
7.0333333,292.6274,0.5506063,417.1806,0.5546429,560.4906,0.558919
7.05,286.19437,0.5510084,386.7706,0.5544305,503.18723,0.55809146
7.0666666,263.30286,0.55054194,346.74625,0.5532234,437.30548,0.5559307
7.0833335,235.18893,0.5494355,292.16,0.55116916,347.9769,0.5529177
7.1,227.1793,0.5495163,259.48215,0.55061793,292.22964,0.55179304
7.116667,217.51762,0.54882216,235.63861,0.5494312,256.89093,0.55018616
7.133333,203.43668,0.5488531,213.43814,0.54906356,221.75409,0.54939836
7.15,201.88863,0.54933006,208.27591,0.5493926,215.67139,0.54959923
7.1666665,199.9412,0.5490475,201.49278,0.5490884,203.11243,0.54907006
7.1833334,197.47939,0.5483731,198.80707,0.54836756,199.45506,0.5483505
7.2,198.27864,0.54784405,198.79239,0.5478525,199.68892,0.5478335
7.2166667,196.66924,0.54704237,197.14919,0.54704785,198.14336,0.5470809
7.233333,195.14531,0.54680556,195.7955,0.546797,196.1978,0.5467844
7.25,195.80116,0.5458395,196.4671,0.54583675,196.74706,0.5458335
7.266667,196.13257,0.54529405,196.91501,0.54526526,196.63826,0.5452651
7.2833333,193.64255,0.54450667,194.57256,0.54451776,194.7973,0.54455614
7.3,194.40628,0.5443915,194.85124,0.5444002,194.70648,0.54442286
7.3166666,192.7609,0.5436608,193.01913,0.5436523,193.31175,0.54365826
7.3333335,191.48178,0.5426154,191.72896,0.5426508,190.92471,0.54264843
7.35,192.68958,0.5426053,192.55528,0.54260695,191.94475,0.54258716
7.366667,191.96999,0.54169184,191.77911,0.541693,191.48326,0.5416825
7.383333,192.2703,0.541418,191.57332,0.5414123,191.16815,0.5414002
7.4,193.05292,0.54158056,192.9746,0.54159456,192.8938,0.541573
7.4166665,191.31319,0.5411298,191.68259,0.54116106,191.75803,0.5411087
7.4333334,193.50621,0.5411324,193.50359,0.54115015,193.33752,0.5411185
7.45,193.9647,0.5405448,194.14369,0.5405592,193.56807,0.5405605
7.4666667,192.69109,0.54041976,193.36507,0.5404114,192.79189,0.5404655
7.483333,194.21527,0.5404879,194.33438,0.54048324,194.31108,0.54052037
7.5,193.83072,0.5403287,193.24232,0.5403351,193.58339,0.5403625
7.516667,193.1482,0.54021114,192.65277,0.5401978,193.10036,0.54023117
7.5333333,193.14296,0.53974146,193.01118,0.5397539,193.0242,0.53974617
7.55,189.9189,0.5388521,189.23494,0.538839,189.34418,0.53888345
7.5666666,190.94795,0.53851205,190.44922,0.5384776,190.44858,0.5385112
7.5833335,190.26976,0.53761023,190.68109,0.5376002,189.87386,0.5376194
7.6,190.93149,0.53699857,190.7377,0.53697854,190.72108,0.5369838
7.616667,190.53683,0.5358931,190.23688,0.53590584,190.5513,0.5358894
7.633333,191.4673,0.5361545,191.03957,0.53615415,191.80756,0.5361846
7.65,192.956,0.5358345,192.67175,0.53585935,193.29758,0.5358604
7.6666665,193.64156,0.53513145,193.66406,0.5351021,193.42654,0.535152
7.6833334,195.96959,0.53576607,195.79051,0.5357116,195.97195,0.53576005
7.7,198.09932,0.5361931,197.73692,0.5361737,198.392,0.5362218
7.7166667,199.80763,0.53610027,199.47289,0.5360915,199.5165,0.53608996
7.733333,201.25743,0.5362157,201.68417,0.536207,201.22397,0.53622144
7.75,200.15541,0.53756595,200.92874,0.53754205,200.30101,0.5375536
7.766667,198.21123,0.53676486,198.93527,0.5367699,197.76605,0.53675693
7.7833333,198.8334,0.5368979,199.80106,0.5368895,198.4203,0.53687733
7.8,199.0021,0.5365808,198.34247,0.53656924,198.4715,0.5365982
7.8166666,198.46185,0.5362122,197.86723,0.5361875,198.49727,0.53622603
7.8333335,201.39088,0.5364371,200.62599,0.5364431,201.3927,0.5364567
7.85,202.42587,0.5361817,204.7943,0.5362404,208.69208,0.53635794
7.866667,206.81856,0.5356347,216.03122,0.5359279,226.85782,0.5363931
7.883333,213.67313,0.53613913,228.1198,0.53691274,247.69135,0.53762174
7.9,226.97696,0.5364418,253.58891,0.53770596,286.13428,0.5388939
7.9166665,244.31155,0.5363414,294.1494,0.5381043,352.35718,0.54001
7.9333334,262.27686,0.5375218,339.2371,0.54024523,426.59366,0.5430397
7.95,283.8348,0.538259,392.27335,0.54194653,509.75723,0.54580164
7.9666667,312.69873,0.5390028,448.42365,0.54359174,594.8729,0.548006
7.983333,326.82306,0.53937954,484.33728,0.5445326,666.48505,0.5499229
8.0,328.45532,0.5387836,488.09912,0.5440297,673.6809,0.5496081
8.016666,332.16644,0.53968084,493.53076,0.544935,681.28705,0.55035925
8.033334,312.43542,0.53863865,471.35938,0.5435615,640.625,0.5485194
8.05,291.19177,0.537426,411.34604,0.5410932,539.4351,0.5449346
8.066667,278.53705,0.53769076,370.83557,0.54055387,462.0906,0.5433751
8.083333,260.23337,0.5366518,321.87384,0.5385716,382.94894,0.54056126
8.1,238.17963,0.5354492,272.20602,0.5366594,313.881,0.53787255
8.116667,233.58366,0.5359591,253.25476,0.5366625,275.51367,0.5373573
8.133333,222.33531,0.53547466,235.93973,0.53587544,247.61774,0.5362734
8.15,214.6795,0.53517145,217.91992,0.53525984,222.25189,0.535356
8.166667,214.38051,0.5359382,216.70422,0.5359924,216.39618,0.53599566
8.183333,213.5493,0.53532547,214.01314,0.5353631,213.46765,0.53534514
8.2,211.37486,0.53558767,211.575,0.53561205,211.47731,0.53558135
8.216666,211.36742,0.53483367,211.31734,0.5348673,211.96046,0.53482854
8.233334,210.88376,0.53445387,211.46887,0.5344679,211.18478,0.53446347
8.25,211.1765,0.5338485,211.56232,0.53385353,211.37114,0.53386426
8.266666,208.67238,0.53283685,209.74666,0.5328094,209.51819,0.53283036
8.283334,207.75862,0.53294164,209.09924,0.5329019,208.20107,0.5328892
8.3,208.61697,0.53227425,209.72366,0.5323144,208.77599,0.5322714
8.316667,208.87727,0.53194016,210.47911,0.5319275,209.08864,0.5319375
8.333333,199.46188,0.53135186,199.46124,0.53135204,199.46124,0.53135204
8.35,199.35779,0.5310802,199.39124,0.5310688,199.33339,0.5310709
8.366667,201.03044,0.53040797,201.11101,0.53037584,201.04395,0.53038156
8.383333,201.93645,0.5303615,201.7676,0.53034604,201.94699,0.5303573
8.4,204.26598,0.530148,204.04655,0.53014004,204.04037,0.53014225
8.416667,206.33484,0.5302689,205.89334,0.53023446,205.95226,0.5302426
8.433333,207.05402,0.53014475,206.63039,0.53013474,206.5389,0.530136
8.45,207.89565,0.5302778,208.33495,0.53027725,208.33667,0.5302659
8.466666,207.86046,0.5298442,208.30495,0.5298763,207.4844,0.52986836
8.483334,209.25781,0.53024364,209.11078,0.5302514,208.54079,0.53025085
8.5,211.25868,0.53063214,210.5684,0.53063244,210.55177,0.53064746
8.516666,212.79602,0.531077,213.47118,0.53107184,212.7679,0.5310727
8.533334,217.16817,0.5317404,218.01628,0.53173214,217.14125,0.53172976
8.55,217.90385,0.531978,217.48788,0.53197455,217.88644,0.53196263
8.566667,219.03212,0.53218013,218.83621,0.53218335,219.32072,0.53218
8.583333,218.72661,0.5318457,218.9064,0.53185695,218.50894,0.53184575
8.6,218.00142,0.5322629,219.6012,0.5322749,218.96945,0.53228635
8.616667,221.06152,0.53294086,222.43341,0.53295195,222.19376,0.53296983
8.633333,221.37169,0.5329437,222.20256,0.53294516,221.93126,0.53297114
8.65,225.56331,0.5327287,226.10495,0.53269625,226.1415,0.53269476
8.666667,229.72635,0.5330059,229.79198,0.53299445,230.53198,0.5330348
8.683333,229.50931,0.5331395,229.43175,0.5331252,229.80287,0.5331472
8.7,231.947,0.5335437,232.64226,0.5335572,232.48157,0.5335698
8.716666,234.82433,0.5340924,235.3724,0.534125,235.38269,0.5341098
8.733334,237.399,0.5351735,238.25963,0.5351668,238.30577,0.53514355
8.75,241.18633,0.5360544,241.1967,0.5360927,241.84773,0.53609157
8.766666,246.99547,0.53687024,246.19325,0.53689206,246.48444,0.53688145
8.783334,246.33794,0.5368944,245.39867,0.53694934,245.35223,0.5369354
8.8,248.01346,0.5370042,247.08847,0.53701663,247.24799,0.53702086
8.816667,249.94164,0.5380111,248.82384,0.53801733,249.46368,0.5380207
8.833333,251.43082,0.5382118,252.67207,0.5382451,254.01073,0.538266
8.85,253.75983,0.5385965,260.05707,0.53869575,265.25555,0.5387898
8.866667,261.28757,0.53892773,272.1613,0.53936917,281.61722,0.53986835
8.883333,277.45102,0.5393545,298.86954,0.5400857,323.24515,0.5407303
8.9,288.35782,0.5408633,327.65823,0.5423773,372.73154,0.5440184
8.916667,311.86624,0.5429054,380.986,0.5455222,445.24646,0.54799783
8.933333,348.11826,0.54555535,448.7491,0.5486943,547.8868,0.5520842
8.95,366.3464,0.5479583,508.48907,0.5528584,648.43945,0.55748343
8.966666,386.36316,0.5504958,561.28345,0.55676806,777.5215,0.5627231
8.983334,392.9947,0.5525932,581.7536,0.55960757,847.07306,0.56672007
