Mode,BackFrameNum,BackWeight,MidFrameNum,MidWeight,FrontFrameNum,FrontWeight,TimeMs,Knob,ResponsePattern,StepNumber,Amplitude,Velocity,CameraSpeed
LinearOnly,cam1,1.000000,-1,0.000000,cam2,0.000000,0.000,1.000,Velocity,1,2,1.209057,1.000
LinearOnly,cam1,0.983333,-1,0.000000,cam2,0.016667,16.667,1.000,Velocity,1,2,1.415823,1.000
LinearOnly,cam1,0.966667,-1,0.000000,cam2,0.033333,33.333,1.000,Velocity,1,2,1.618034,1.000
LinearOnly,cam1,0.950000,-1,0.000000,cam2,0.050000,50.000,1.000,Velocity,1,2,1.813473,1.000
LinearOnly,cam1,0.933333,-1,0.000000,cam2,0.066667,66.667,1.000,Velocity,1,2,2.000000,1.000
LinearOnly,cam1,0.916667,-1,0.000000,cam2,0.083333,83.333,1.000,Velocity,1,2,2.175570,1.000
LinearOnly,cam1,0.900000,-1,0.000000,cam2,0.100000,100.000,1.000,Velocity,1,2,2.338261,1.000
LinearOnly,cam1,0.883333,-1,0.000000,cam2,0.116667,116.667,1.000,Velocity,1,2,2.486290,1.000
LinearOnly,cam1,0.866667,-1,0.000000,cam2,0.133333,133.333,1.000,Velocity,1,2,2.618034,1.000
LinearOnly,cam1,0.850000,-1,0.000000,cam2,0.150000,150.000,1.000,Velocity,1,2,2.732051,1.000
LinearOnly,cam1,0.833333,-1,0.000000,cam2,0.166667,166.667,1.000,Velocity,1,2,2.827091,1.000
LinearOnly,cam1,0.816667,-1,0.000000,cam2,0.183333,183.333,1.000,Velocity,1,2,2.902113,1.000
LinearOnly,cam1,0.800000,-1,0.000000,cam2,0.200000,200.000,1.000,Velocity,1,2,2.956295,1.000
LinearOnly,cam1,0.783333,-1,0.000000,cam2,0.216667,216.667,1.000,Velocity,1,2,2.989044,1.000
LinearOnly,cam1,0.766667,-1,0.000000,cam2,0.233333,233.333,1.000,Velocity,1,2,3.000000,1.000
LinearOnly,cam1,0.750000,-1,0.000000,cam2,0.250000,250.000,1.000,Velocity,1,2,2.989044,1.000
LinearOnly,cam1,0.733333,-1,0.000000,cam2,0.266667,266.667,1.000,Velocity,1,2,2.956295,1.000
LinearOnly,cam1,0.716667,-1,0.000000,cam2,0.283333,283.333,1.000,Velocity,1,2,2.902113,1.000
LinearOnly,cam1,0.700000,-1,0.000000,cam2,0.300000,300.000,1.000,Velocity,1,2,2.827091,1.000
LinearOnly,cam1,0.683333,-1,0.000000,cam2,0.316667,316.667,1.000,Velocity,1,2,2.732050,1.000
LinearOnly,cam1,0.666667,-1,0.000000,cam2,0.333333,333.333,1.000,Velocity,1,2,2.618033,1.000
LinearOnly,cam1,0.650000,-1,0.000000,cam2,0.350000,350.000,1.000,Velocity,1,2,2.486289,1.000
LinearOnly,cam1,0.633333,-1,0.000000,cam2,0.366667,366.667,1.000,Velocity,1,2,2.338260,1.000
LinearOnly,cam1,0.616667,-1,0.000000,cam2,0.383333,383.333,1.000,Velocity,1,2,2.175569,1.000
LinearOnly,cam1,0.600000,-1,0.000000,cam2,0.400000,400.000,1.000,Velocity,1,2,1.999998,1.000
LinearOnly,cam1,0.583333,-1,0.000000,cam2,0.416667,416.667,1.000,Velocity,1,2,1.813471,1.000
LinearOnly,cam1,0.566667,-1,0.000000,cam2,0.433333,433.333,1.000,Velocity,1,2,1.618032,1.000
LinearOnly,cam1,0.550000,-1,0.000000,cam2,0.450000,450.000,1.000,Velocity,1,2,1.415821,1.000
LinearOnly,cam1,0.533333,-1,0.000000,cam2,0.466667,466.667,1.000,Velocity,1,2,1.209054,1.000
LinearOnly,cam1,0.516667,-1,0.000000,cam2,0.483333,483.333,1.000,Velocity,1,2,0.999997,1.000
LinearOnly,cam1,0.500000,-1,0.000000,cam2,0.500000,500.000,1.000,Velocity,1,2,0.790941,1.000
LinearOnly,cam1,0.483333,-1,0.000000,cam2,0.516667,516.667,1.000,Velocity,1,2,0.584175,1.000
LinearOnly,cam1,0.466667,-1,0.000000,cam2,0.533333,533.333,1.000,Velocity,1,2,0.381964,1.000
LinearOnly,cam1,0.450000,-1,0.000000,cam2,0.550000,550.000,1.000,Velocity,1,2,0.186525,1.000
LinearOnly,cam1,0.433333,-1,0.000000,cam2,0.566667,566.667,1.000,Velocity,1,2,-0.000001,1.000
LinearOnly,cam1,0.416667,-1,0.000000,cam2,0.583333,583.333,1.000,Velocity,1,2,-0.175571,1.000
LinearOnly,cam1,0.400000,-1,0.000000,cam2,0.600000,600.000,1.000,Velocity,1,2,-0.338262,1.000
LinearOnly,cam1,0.383333,-1,0.000000,cam2,0.616667,616.667,1.000,Velocity,1,2,-0.486290,1.000
LinearOnly,cam1,0.366667,-1,0.000000,cam2,0.633333,633.333,1.000,Velocity,1,2,-0.618034,1.000
LinearOnly,cam1,0.350000,-1,0.000000,cam2,0.650000,650.000,1.000,Velocity,1,2,-0.732051,1.000
LinearOnly,cam1,0.333333,-1,0.000000,cam2,0.666667,666.667,1.000,Velocity,1,2,-0.827091,1.000
LinearOnly,cam1,0.316667,-1,0.000000,cam2,0.683333,683.333,1.000,Velocity,1,2,-0.902113,1.000
LinearOnly,cam1,0.300000,-1,0.000000,cam2,0.700000,700.000,1.000,Velocity,1,2,-0.956295,1.000
LinearOnly,cam1,0.283333,-1,0.000000,cam2,0.716667,716.667,1.000,Velocity,1,2,-0.989044,1.000
LinearOnly,cam1,0.266667,-1,0.000000,cam2,0.733333,733.333,1.000,Velocity,1,2,-1.000000,1.000
LinearOnly,cam1,0.250000,-1,0.000000,cam2,0.750000,750.000,1.000,Velocity,1,2,-0.989044,1.000
LinearOnly,cam1,0.233333,-1,0.000000,cam2,0.766667,766.667,1.000,Velocity,1,2,-0.956295,1.000
LinearOnly,cam1,0.216667,-1,0.000000,cam2,0.783333,783.333,1.000,Velocity,1,2,-0.902113,1.000
LinearOnly,cam1,0.200000,-1,0.000000,cam2,0.800000,800.000,1.000,Velocity,1,2,-0.827091,1.000
LinearOnly,cam1,0.183333,-1,0.000000,cam2,0.816667,816.667,1.000,Velocity,1,2,-0.732051,1.000
LinearOnly,cam1,0.166667,-1,0.000000,cam2,0.833333,833.333,1.000,Velocity,1,2,-0.618035,1.000
LinearOnly,cam1,0.150000,-1,0.000000,cam2,0.850000,850.000,1.000,Velocity,1,2,-0.486291,1.000
LinearOnly,cam1,0.133333,-1,0.000000,cam2,0.866667,866.667,1.000,Velocity,1,2,-0.338263,1.000
LinearOnly,cam1,0.116667,-1,0.000000,cam2,0.883333,883.333,1.000,Velocity,1,2,-0.175572,1.000
LinearOnly,cam1,0.100000,-1,0.000000,cam2,0.900000,900.000,1.000,Velocity,1,2,-0.000002,1.000
LinearOnly,cam1,0.083333,-1,0.000000,cam2,0.916667,916.667,1.000,Velocity,1,2,0.186524,1.000
LinearOnly,cam1,0.066667,-1,0.000000,cam2,0.933333,933.333,1.000,Velocity,1,2,0.381963,1.000
LinearOnly,cam1,0.050000,-1,0.000000,cam2,0.950000,950.000,1.000,Velocity,1,2,0.584174,1.000
LinearOnly,cam1,0.033333,-1,0.000000,cam2,0.966667,966.667,1.000,Velocity,1,2,0.790940,1.000
LinearOnly,cam1,0.016667,-1,0.000000,cam2,0.983333,983.333,1.000,Velocity,1,2,0.999997,1.000
LinearOnly,cam1,1.000000,-1,0.000000,cam2,0.000000,1000.000,1.000,Velocity,1,2,1.209054,1.000
LinearOnly,cam1,0.983333,-1,0.000000,cam2,0.016667,1016.667,1.000,Velocity,1,2,1.415820,1.000
LinearOnly,cam1,0.966667,-1,0.000000,cam2,0.033333,1033.333,1.000,Velocity,1,2,1.618031,1.000
LinearOnly,cam1,0.950000,-1,0.000000,cam2,0.050000,1050.000,1.000,Velocity,1,2,1.813470,1.000
LinearOnly,cam1,0.933333,-1,0.000000,cam2,0.066667,1066.667,1.000,Velocity,1,2,1.999997,1.000
LinearOnly,cam1,0.916667,-1,0.000000,cam2,0.083333,1083.333,1.000,Velocity,1,2,2.175567,1.000
LinearOnly,cam1,0.900000,-1,0.000000,cam2,0.100000,1100.000,1.000,Velocity,1,2,2.338258,1.000
LinearOnly,cam1,0.883333,-1,0.000000,cam2,0.116667,1116.667,1.000,Velocity,1,2,2.486287,1.000
LinearOnly,cam1,0.866667,-1,0.000000,cam2,0.133333,1133.333,1.000,Velocity,1,2,2.618031,1.000
LinearOnly,cam1,0.850000,-1,0.000000,cam2,0.150000,1150.000,1.000,Velocity,1,2,2.732049,1.000
LinearOnly,cam1,0.833333,-1,0.000000,cam2,0.166667,1166.667,1.000,Velocity,1,2,2.827089,1.000
LinearOnly,cam1,0.816667,-1,0.000000,cam2,0.183333,1183.333,1.000,Velocity,1,2,2.902112,1.000
LinearOnly,cam1,0.800000,-1,0.000000,cam2,0.200000,1200.000,1.000,Velocity,1,2,2.956294,1.000
LinearOnly,cam1,0.783333,-1,0.000000,cam2,0.216667,1216.667,1.000,Velocity,1,2,2.989043,1.000
LinearOnly,cam1,0.766667,-1,0.000000,cam2,0.233333,1233.333,1.000,Velocity,1,2,3.000000,1.000
LinearOnly,cam1,0.750000,-1,0.000000,cam2,0.250000,1250.000,1.000,Velocity,1,2,2.989044,1.000
LinearOnly,cam1,0.733333,-1,0.000000,cam2,0.266667,1266.667,1.000,Velocity,1,2,2.956296,1.000
LinearOnly,cam1,0.716667,-1,0.000000,cam2,0.283333,1283.333,1.000,Velocity,1,2,2.902115,1.000
LinearOnly,cam1,0.700000,-1,0.000000,cam2,0.300000,1300.000,1.000,Velocity,1,2,2.827093,1.000
LinearOnly,cam1,0.683333,-1,0.000000,cam2,0.316667,1316.667,1.000,Velocity,1,2,2.732054,1.000
LinearOnly,cam1,0.666667,-1,0.000000,cam2,0.333333,1333.333,1.000,Velocity,1,2,2.618038,1.000
LinearOnly,cam1,0.650000,-1,0.000000,cam2,0.350000,1350.000,1.000,Velocity,1,2,2.486295,1.000
LinearOnly,cam1,0.633333,-1,0.000000,cam2,0.366667,1366.667,1.000,Velocity,1,2,2.338266,1.000
LinearOnly,cam1,0.616667,-1,0.000000,cam2,0.383333,1383.333,1.000,Velocity,1,2,2.175577,1.000
LinearOnly,cam1,0.600000,-1,0.000000,cam2,0.400000,1400.000,1.000,Velocity,1,2,2.000006,1.000
LinearOnly,cam1,0.583333,-1,0.000000,cam2,0.416667,1416.667,1.000,Velocity,1,2,1.813481,1.000
LinearOnly,cam1,0.566667,-1,0.000000,cam2,0.433333,1433.333,1.000,Velocity,1,2,1.618042,1.000
LinearOnly,cam1,0.550000,-1,0.000000,cam2,0.450000,1450.000,1.000,Velocity,1,2,1.415832,1.000
LinearOnly,cam1,0.533333,-1,0.000000,cam2,0.466667,1466.667,1.000,Velocity,1,2,1.209065,1.000
